Education_Sector,School_Name,School_Type,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,LGA_Name,X,Y
Catholic,Parade College,Secondary,1436 Plenty Road,,BUNDOORA,VIC,3083,Banyule (C),145.066978,-37.690178
Catholic,Simonds Catholic College,Secondary,273 Victoria Street,,WEST MELBOURNE,VIC,3003,Melbourne (C),144.952883,-37.805971
Catholic,St Mary’s College Melbourne,Secondary,11 Westbury Street,,ST KILDA EAST,VIC,3183,Port Phillip (C),144.997001,-37.859365
Catholic,St Patrick's College Ballarat,Secondary,1431 Sturt Street,,BALLARAT,VIC,3350,Ballarat (C),143.831558,-37.559711
Catholic,St Patrick's School,Primary,119 Drummond Street South,,BALLARAT,VIC,3350,Ballarat (C),143.847147,-37.564397
Catholic,St Alipius' Parish School,Primary,106-108 Victoria Street,,BALLARAT EAST,VIC,3350,Ballarat (C),143.8740084,-37.56170371
Catholic,Emmanuel College Warrnambool,Secondary,140 Botanic Road,,WARRNAMBOOL,VIC,3280,Warrnambool (C),142.477358,-38.370986
Catholic,Loreto College,Secondary,1600 Sturt Street,,BALLARAT,VIC,3350,Ballarat (C),143.8234695,-37.55686069
Catholic,St Mary's School,Primary,39 Malcolm Street,,MANSFIELD,VIC,3722,Mansfield (S),146.089007,-37.058351
Catholic,Sacred Heart School,Primary,20 Newcastle St,,NEWPORT,VIC,3015,Hobsons Bay (C),144.881396,-37.840028
Catholic,St Mary's School,Primary,118 Cecil Street,,WILLIAMSTOWN,VIC,3016,Hobsons Bay (C),144.900894,-37.863498
Catholic,St Michael’s Primary School,Primary,8-14 Brougham Street,,NORTH MELBOURNE,VIC,3051,Melbourne (C),144.946246,-37.793305
Catholic,St Patrick's School,Primary,Ovens Street,,WANGARATTA,VIC,3677,Wangaratta (RC),146.32195,-36.356163
Catholic,St Mary's School,Primary,214 Dandenong Road,,ST KILDA EAST,VIC,3183,Port Phillip (C),144.997592,-37.859021
Catholic,Assumption College,Secondary,Sutherland Street,,KILMORE,VIC,3764,Mitchell (S),144.947629,-37.301013
Catholic,St Brendan's School,Primary,103 Wellington Street,,FLEMINGTON,VIC,3031,Moonee Valley (C),144.931728,-37.784696
Catholic,Catherine McAuley College,Secondary,164 Barkly Street,,BENDIGO,VIC,3550,Greater Bendigo (C),144.273362,-36.753444
Catholic,St Augustine's School,Primary,58 Burke Street,,MARYBOROUGH,VIC,3465,Central Goldfields (S),143.736798,-37.051831
Catholic,St Mary's School,Primary,5 Hope Avenue,,BAIRNSDALE,VIC,3875,East Gippsland (S),147.5856286,-37.84139544
Catholic,St Aloysius' School,Primary,800 Ripon Street South,,REDAN,VIC,3350,Ballarat (C),143.837673,-37.578109
Catholic,St Joseph's School,Primary,571 Glenferrie Road,,HAWTHORN,VIC,3122,Boroondara (C),145.034315,-37.826461
Catholic,Sacre Coeur,Pri/Sec,172 Burke Road,,GLEN IRIS,VIC,3146,Stonnington (C),145.051572,-37.861753
Catholic,St Joseph's School,Primary,39 James Street,,NORTHCOTE,VIC,3070,Darebin (C),144.996721,-37.774621
Catholic,Sacred Heart School,Primary,1 Clifton Grove,,PRESTON,VIC,3072,Darebin (C),145.003768,-37.744807
Catholic,Sacred Heart School,Primary,4 Wilson Street,,MORWELL,VIC,3840,Latrobe (C),146.4043244,-38.23943484
Catholic,St Michael's School,Primary,Church Street,,TRARALGON,VIC,3844,Latrobe (C),146.534695,-38.195161
Catholic,St Brendan's School,Primary,143 - 149 Knight Street,,SHEPPARTON,VIC,3630,Greater Shepparton (C),145.407652,-36.374731
Catholic,St Mary's College,Pri/Sec,90 High Street,,SEYMOUR,VIC,3660,Mitchell (S),145.140924,-37.019895
Catholic,St Mary's School,Primary,134 Woods Street,,DONALD,VIC,3480,Buloke (S),142.9851708,-36.37357574
Catholic,St Mary's Primary School,Primary,11 Pearson Street,,SALE,VIC,3850,Wellington (S),147.062326,-38.110706
Catholic,St Patrick's Primary School,Primary,1 Conway Street,,KILMORE,VIC,3764,Mitchell (S),144.948109,-37.299394
Catholic,St Brigid's School,Primary,96 Inglis Street,,BALLAN,VIC,3342,Moorabool (S),144.228732,-37.599896
Catholic,St Patrick's School,Primary,1564 Old Melbourne Road,,GORDON,VIC,3345,Moorabool (S),144.0909009,-37.58064935
Catholic,St Mary's School,Primary,20-28 Chauncy Street,,LANCEFIELD,VIC,3435,Macedon Ranges (S),144.731727,-37.278756
Catholic,St Augustine's School,Primary,119 Napier Street,,CRESWICK,VIC,3363,Hepburn (S),143.8922616,-37.42850667
Catholic,St Monica's School,Primary,91 High Street,,KANGAROO FLAT,VIC,3555,Greater Bendigo (C),144.2448,-36.79419899
Catholic,St Joseph's School,Primary,17 Wedge Street,,BENALLA,VIC,3672,Benalla (RC),145.974115,-36.553963
Catholic,Sacred Heart College,Secondary,Retreat Road,,NEWTOWN,VIC,3220,Greater Geelong (C),144.3401453,-38.14949635
Catholic,St Patrick's School,Primary,Wattle Street,,ST ARNAUD,VIC,3478,Northern Grampians (S),143.246862,-36.61707734
Catholic,St Joseph's College Mildura,Secondary,154 Twelfth Street,,MILDURA,VIC,3500,Mildura (RC),142.153461,-34.188725
Catholic,Star of the Sea College,Secondary,80 Martin Street,,BRIGHTON,VIC,3186,Bayside (C),144.99678,-37.896734
Catholic,St James' School,Primary,6 St James Close,,BRIGHTON,VIC,3186,Bayside (C),144.997657,-37.897945
Catholic,St Peter's School,Primary,842 Centre Road,,BENTLEIGH EAST,VIC,3165,Glen Eira (C),145.070911,-37.923044
Catholic,St Liborius' School,Primary,379 Eaglehawk Road,,EAGLEHAWK,VIC,3556,Greater Bendigo (C),144.25729,-36.723477
Catholic,Damascus College,Secondary,1412 Geelong Road,,MOUNT CLEAR,VIC,3350,Ballarat (C),143.870347,-37.611456
Catholic,St Mary's School,Primary,84 Templeton Street,,CASTLEMAINE,VIC,3450,Mount Alexander (S),144.2209585,-37.06395716
Catholic,Sacred Heart College,Secondary,94 High Street,,KYNETON,VIC,3444,Macedon Ranges (S),144.458821,-37.252887
Catholic,St Ambrose's School,Primary,14-18 Templeton Street,,WOODEND,VIC,3442,Macedon Ranges (S),144.53049,-37.35779241
Catholic,St Joseph's School,Primary,Watson Street,,CHARLTON,VIC,3525,Buloke (S),143.351051,-36.271767
Catholic,Sacred Heart School,Primary,69-75 Hogan Street,,TATURA,VIC,3616,Greater Shepparton (C),145.223919,-36.439826
Catholic,St Paul's School,Primary,562 Sydney Road,,COBURG,VIC,3058,Merri-bek (C),144.967855,-37.738929
Catholic,St Andrew's School,Primary,110 Greaves Street North,,WERRIBEE,VIC,3030,Wyndham (C),144.650573,-37.901272
Catholic,St Brigid's School,Primary,68 Aitken Street,,GISBORNE,VIC,3437,Macedon Ranges (S),144.590088,-37.490906
Catholic,Our Lady of Mount Carmel School,Primary,53 Macedon Street,,SUNBURY,VIC,3429,Hume (C),144.736305,-37.58004
Catholic,St Joseph's School,Primary,142 North Road,,CHILTERN,VIC,3683,Indigo (S),146.607065,-36.145981
Catholic,St Mary's School,Primary,High Street,,RUTHERGLEN,VIC,3685,Indigo (S),146.462975,-36.050422
Catholic,St Mary's School,Primary,87 Southey Street,,INGLEWOOD,VIC,3517,Loddon (S),143.872485,-36.571137
Catholic,FCJ College,Secondary,36 Arundel Street,,BENALLA,VIC,3672,Benalla (RC),145.975389,-36.552769
Catholic,St Patrick's School,Primary,136 Princes Highway,,PAKENHAM,VIC,3810,Cardinia (S),145.4745267,-38.06938466
Catholic,Sacred Heart Primary School,Primary,62 Orr Street,,YARRAWONGA,VIC,3730,Moira (S),146.0092454,-36.01072352
Catholic,Xavier College,Pri/Sec,135 Barkers Road,,KEW,VIC,3101,Boroondara (C),145.031105,-37.813858
Catholic,St Joseph's School,Primary,11 Martin Street,,PENSHURST,VIC,3289,Southern Grampians (S),142.2897792,-37.87750896
Catholic,Marian College,Secondary,304 Barkly Street,,ARARAT,VIC,3377,Ararat (RC),142.937766,-37.284744
Catholic,Sacred Heart School,Primary,39 Robertson Street,,CASTERTON,VIC,3311,Glenelg (S),141.413634,-37.586013
Catholic,St Bernard's School,Primary,Gisborne Road,,BACCHUS MARSH,VIC,3340,Moorabool (S),144.43486,-37.672269
Catholic,St Patrick's School,Primary,20 Queen Street,,KOROIT,VIC,3282,Moyne (S),142.368973,-38.299892
Catholic,Academy of Mary Immaculate,Secondary,88 Nicholson Street,,FITZROY,VIC,3065,Yarra (C),144.974409,-37.803711
Catholic,Sacred Heart School,Primary,107 King William Street,,FITZROY,VIC,3065,Yarra (C),144.978524,-37.802049
Catholic,Mount Lilydale Mercy College,Secondary,120 Anderson Street,,LILYDALE,VIC,3140,Yarra Ranges (S),145.3577545,-37.75075881
Catholic,St Monica's School,Primary,2 Wingfield Street,,FOOTSCRAY,VIC,3011,Maribyrnong (C),144.906837,-37.801162
Catholic,St Augustine's School,Primary,65 Somerville Road,,YARRAVILLE,VIC,3013,Maribyrnong (C),144.8898972,-37.81370425
Catholic,Ss Michael and John's Primary School,Primary,7 McLachlan Street,,HORSHAM,VIC,3400,Horsham (RC),142.2039894,-36.71400221
Catholic,Trinity College Colac,Secondary,119 Hart Street,,COLAC,VIC,3250,Colac-Otway (S),143.576934,-38.352034
Catholic,St Mary's School,Primary,Calvert Street,,COLAC,VIC,3250,Colac-Otway (S),143.585404,-38.334734
Catholic,Kilbreda College,Secondary,118 Mentone Parade,,MENTONE,VIC,3194,Kingston (C),145.065712,-37.984153
Catholic,Padua College,Secondary,62 Oakbank Road,,MORNINGTON,VIC,3931,Mornington Peninsula (S),145.0720043,-38.21825666
Catholic,Notre Dame College,Secondary,139 Knight Street,,SHEPPARTON,VIC,3630,Greater Shepparton (C),145.4076363,-36.37470646
Catholic,Sacred Heart College,Secondary,Piper Street,,YARRAWONGA,VIC,3730,Moira (S),146.0092056,-36.00865887
Catholic,St Joseph's School,Primary,16 Tocumwal Road,,NUMURKAH,VIC,3636,Moira (S),145.443605,-36.08646
Catholic,St Joseph's School,Primary,70 Botanic Road,,WARRNAMBOOL,VIC,3280,Warrnambool (C),142.486144,-38.372486
Catholic,St Ignatius College Geelong,Secondary,27 Peninsula Drive,,DRYSDALE,VIC,3222,Greater Geelong (C),144.5578975,-38.18870264
Catholic,St Mary's School,Primary,66-68 Little Myers Street,,GEELONG,VIC,3220,Greater Geelong (C),144.362996,-38.153187
Catholic,St Patrick's School,Primary,11-21 Petrel Street,,GEELONG WEST,VIC,3218,Greater Geelong (C),144.346041,-38.13484
Catholic,St Monica's Primary School,Primary,20 Robinson Street,,MOONEE PONDS,VIC,3039,Moonee Valley (C),144.923184,-37.759665
Catholic,St Patrick's School,Primary,40 Jones Street,,LILYDALE,VIC,3140,Yarra Ranges (S),145.3526145,-37.75273475
Catholic,Catholic Ladies' College Ltd,Secondary,19 Diamond Street,,ELTHAM,VIC,3095,Nillumbik (S),145.143563,-37.711525
Catholic,St Joseph's School,Primary,46 Otter Street,,COLLINGWOOD,VIC,3066,Yarra (C),144.986388,-37.800459
Catholic,St Mary's School,Primary,2-8 Campbell Street,,WARRACKNABEAL,VIC,3393,Yarriambiack (S),142.389596,-36.25408
Catholic,St Mary's School,Primary,15-33 Bridlington Ave,,ECHUCA,VIC,3564,Campaspe (S),144.725827,-36.134259
Catholic,Sacred Heart School,Primary,116 Cotham Road,,KEW,VIC,3101,Boroondara (C),145.03744,-37.808169
Catholic,St Mary's School,Primary,Moore Street,,ARARAT,VIC,3377,Ararat (RC),142.9386125,-37.28550193
Catholic,St Joseph's College,Secondary,21 Dickson Street,,ECHUCA,VIC,3564,Campaspe (S),144.743369,-36.118153
Catholic,St Patrick's School,Primary,9-11 William Street,,PORT FAIRY,VIC,3284,Moyne (S),142.2316746,-38.38612553
Catholic,St Joseph's School,Primary,Campaspe Street,,ROCHESTER,VIC,3561,Campaspe (S),144.701175,-36.36476136
Catholic,St Aloysius College,Secondary,31 Curran Street,,NORTH MELBOURNE,VIC,3051,Melbourne (C),144.942875,-37.792892
Catholic,All Saints Parish School,Primary,185 Must Street,,PORTLAND,VIC,3305,Glenelg (S),141.592786,-38.359474
Catholic,Catholic College Sale,Secondary,51-53 Desailly Street,,SALE,VIC,3850,Wellington (S),147.063779,-38.108707
Catholic,St Augustine's College,Pri/Sec,Church Street,,KYABRAM,VIC,3620,Campaspe (S),145.044713,-36.30955
Catholic,Our Holy Redeemer School,Primary,311 Mont Albert Road,,SURREY HILLS,VIC,3127,Boroondara (C),145.100085,-37.820319
Catholic,Our Lady of the Sacred Heart Primary,Primary,32 Jeffrey Street,,ELMORE,VIC,3558,Greater Bendigo (C),144.615615,-36.493024
Catholic,St Joseph's School,Primary,6 Priory Lane,,BEECHWORTH,VIC,3747,Indigo (S),146.682811,-36.360065
Catholic,St Joseph's School,Primary,67 Read Street,,COLERAINE,VIC,3315,Southern Grampians (S),141.694727,-37.605385
Catholic,Mercy Regional College,Secondary,Henderson Street,,CAMPERDOWN,VIC,3260,Corangamite (S),143.139564,-38.235001
Catholic,St Patrick's School,Primary,Dimora Avenue,,CAMPERDOWN,VIC,3260,Corangamite (S),143.138999,-38.235033
Catholic,St Columba's College,Secondary,2 Leslie Road,,ESSENDON,VIC,3040,Moonee Valley (C),144.91429,-37.757202
Catholic,St Michael's School,Primary,29 Smith Street,,DAYLESFORD,VIC,3460,Hepburn (S),144.151361,-37.337239
Catholic,St Mary's School,Primary,Hillier Lane,,HAMILTON,VIC,3300,Southern Grampians (S),142.0509125,-37.74114026
Catholic,St Kilian's School,Primary,Havelock Street,,BENDIGO,VIC,3550,Greater Bendigo (C),144.284209,-36.754579
Catholic,Genazzano FCJ College,Pri/Sec,301 Cotham Road,,KEW,VIC,3101,Boroondara (C),145.055783,-37.808973
Catholic,St Augustine's School,Primary,Osburn Street,,WODONGA,VIC,3690,Wodonga (C),146.889224,-36.117019
Catholic,St Patrick's School,Primary,55 Patrick Street,,STAWELL,VIC,3380,Northern Grampians (S),142.7872617,-37.05935196
Catholic,St Patrick's School,Primary,16 Childers Street,,MENTONE,VIC,3194,Kingston (C),145.070159,-37.983569
Catholic,St Thomas' School,Primary,1 Lyons Street,,TERANG,VIC,3264,Corangamite (S),142.909961,-38.239799
Catholic,St Joseph's School,Primary,167 Burke Street,,WARRAGUL,VIC,3820,Baw Baw (S),145.912024,-38.158609
Catholic,St Joseph's School,Primary,Gladstone Street,,QUARRY HILL,VIC,3550,Greater Bendigo (C),144.2783507,-36.76941637
Catholic,St John's School,Primary,55 Cape Street,,HEIDELBERG,VIC,3084,Banyule (C),145.066548,-37.757641
Catholic,Our Lady of Mercy College,Secondary,52 Cape Street,,HEIDELBERG,VIC,3084,Banyule (C),145.067586,-37.75793
Catholic,St Joseph's School,Primary,185 Hope Street,,BRUNSWICK WEST,VIC,3055,Merri-bek (C),144.942984,-37.762289
Catholic,St Brigid's School,Primary,129 Albert Street,,MORDIALLOC,VIC,3195,Kingston (C),145.091778,-38.00804
Catholic,St Columba's School,Primary,306 Howard Street,,BALLARAT NORTH,VIC,3350,Ballarat (C),143.860072,-37.545906
Catholic,Our Lady Help of Christians School,Primary,26 Miller Street,,BRUNSWICK EAST,VIC,3057,Merri-bek (C),144.977856,-37.776342
Catholic,St Anthony's School,Primary,172 Neerim Road,,GLEN HUNTLY,VIC,3163,Glen Eira (C),145.047103,-37.886893
Catholic,St Mary's School,Primary,20-24 New Street,,DANDENONG,VIC,3175,Greater Dandenong (C),145.220836,-37.990671
Catholic,Sacred Heart School,Primary,11 Fernhill Road Nth,,SANDRINGHAM,VIC,3191,Bayside (C),145.008552,-37.951476
Catholic,St Joseph's School,Primary,94 Korumburra Road,,WONTHAGGI,VIC,3995,Bass Coast (S),145.603409,-38.600863
Catholic,St Mary's School,Primary,74 Roseberry Street,,ASCOT VALE,VIC,3032,Moonee Valley (C),144.911269,-37.773836
Catholic,St Joseph's School,Primary,Nolan Street,,KERANG,VIC,3579,Gannawarra (S),143.9178066,-35.72545537
Catholic,De La Salle College,Pri/Sec,1318 High Street,,MALVERN,VIC,3144,Stonnington (C),145.032183,-37.857677
Catholic,St Margaret Mary's School,Primary,47-49 Mitchell Street,,BRUNSWICK NORTH,VIC,3056,Merri-bek (C),144.96825,-37.758632
Catholic,St Francis Xavier School,Primary,Fortune Street,,BALLARAT EAST,VIC,3350,Ballarat (C),143.902992,-37.561608
Catholic,St Laurence O'Toole School,Primary,33-35 Ogilvy Street,,LEONGATHA,VIC,3953,South Gippsland (S),145.954298,-38.47894
Catholic,St Joseph's School,Primary,1-3 Bridge Street,,KORUMBURRA,VIC,3950,South Gippsland (S),145.8223161,-38.43604262
Catholic,St Brigid's School,Primary,1 High Street,,HEALESVILLE,VIC,3777,Yarra Ranges (S),145.5157966,-37.65867854
Catholic,St James School,Primary,60 Nar Nar Goon Road,,NAR NAR GOON,VIC,3812,Cardinia (S),145.5731875,-38.07303246
Catholic,St Mary's School,Primary,91 Manning Road,,MALVERN EAST,VIC,3145,Stonnington (C),145.052923,-37.873016
Catholic,Holy Rosary School,Primary,37 Gower Street,,KENSINGTON,VIC,3031,Melbourne (C),144.92878,-37.795584
Catholic,St Aloysius' School,Primary,34 Stevens Street,,QUEENSCLIFF,VIC,3225,Queenscliffe (B),144.6553031,-38.26868368
Catholic,St Anthony's School,Primary,52 Austin Street,,ALPHINGTON,VIC,3078,Darebin (C),145.020362,-37.780069
Catholic,St Joseph's School,Primary,49 Stanhope Street,,MALVERN,VIC,3144,Stonnington (C),145.031163,-37.858069
Catholic,St Mary's School,Primary,5 Buckley Street,,YARRAM,VIC,3971,Wellington (S),146.675973,-38.556897
Catholic,Holy Rosary School,Primary,556 Napier Street,,WHITE HILLS,VIC,3550,Greater Bendigo (C),144.310571,-36.724874
Catholic,St Columba's School,Primary,24 Glenhuntly Road,,ELWOOD,VIC,3184,Port Phillip (C),144.981123,-37.88253
Catholic,Our Lady of the Rosary,Primary,43-47 Edgecombe Street,,KYNETON,VIC,3444,Macedon Ranges (S),144.4621207,-37.25051173
Catholic,St Mary's School,Primary,2 Murlong Street,,SWAN HILL,VIC,3585,Swan Hill (RC),143.5455991,-35.32846453
Catholic,St Mary's School,Primary,69 Marine Parade,,HASTINGS,VIC,3915,Mornington Peninsula (S),145.1916974,-38.30344093
Catholic,St Brendan's School,Primary,727 Corangamite Lake Road,,CORAGULAC,VIC,3249,Colac-Otway (S),143.518801,-38.270651
Catholic,Our Lady of the Immaculate Conception School,Primary,32 Station Place,,SUNSHINE,VIC,3020,Brimbank (C),144.835562,-37.78945
Catholic,St Mary's School,Primary,2 Mansfield Street,,THORNBURY,VIC,3071,Darebin (C),145.001658,-37.75684
Catholic,St John's School,Primary,263 Russell Street,,DENNINGTON,VIC,3280,Warrnambool (C),142.446138,-38.3515
Catholic,St Brigid's College,Secondary,97 Robinson Street,,HORSHAM,VIC,3400,Horsham (RC),142.207946,-36.717313
Catholic,St Joan of Arc School,Primary,30 Dendy Street,,BRIGHTON,VIC,3186,Bayside (C),144.994149,-37.92011
Catholic,St John's School,Primary,37 Anderson Street,,EUROA,VIC,3666,Strathbogie (S),145.569867,-36.75337
Catholic,St John's School,Primary,34 Essex Street,,FOOTSCRAY,VIC,3011,Maribyrnong (C),144.885221,-37.795825
Catholic,St Joseph's School,Primary,1-25 Broadway Street,,COBRAM,VIC,3644,Moira (S),145.652365,-35.917067
Catholic,Mary Immaculate School,Primary,9 Rockbeare Grove,,IVANHOE,VIC,3079,Banyule (C),145.038756,-37.771941
Catholic,St Joseph's School,Primary,367 High Street,,NAGAMBIE,VIC,3608,Strathbogie (S),145.154053,-36.78161
Catholic,Our Lady of Lourdes School,Primary,7 Wynnstay Road,,PRAHRAN EAST,VIC,3181,Stonnington (C),145.009457,-37.852457
Catholic,St Joseph's School,Primary,4-8 Raymond Street,,ORBOST,VIC,3888,East Gippsland (S),148.455631,-37.709168
Catholic,St Mary's School,Primary,43 O'Donnell Avenue,,MYRTLEFORD,VIC,3737,Alpine (S),146.7269257,-36.55357176
Catholic,St Therese's School,Primary,25-31 Edward Street,,ESSENDON,VIC,3040,Moonee Valley (C),144.910309,-37.751111
Catholic,Sacred Heart School,Primary,5 The Parade,,YEA,VIC,3717,Murrindindi (S),145.424612,-37.21454695
Catholic,Our Lady of Good Counsel School,Primary,12 Whitehorse Rd,,DEEPDENE,VIC,3103,Boroondara (C),145.06279,-37.811081
Catholic,St Joseph's School,Primary,362 Station Street,,CHELSEA,VIC,3196,Kingston (C),145.118591,-38.055435
Catholic,St Finbar's School,Primary,90 Centre Road,,BRIGHTON EAST,VIC,3187,Bayside (C),145.017464,-37.916284
Catholic,Loreto Mandeville Hall,Pri/Sec,10 Mandeville Crescent,,TOORAK,VIC,3142,Stonnington (C),145.014892,-37.848193
Catholic,St Dominic's School,Primary,145 Highfield Road,,CAMBERWELL EAST,VIC,3124,Boroondara (C),145.083836,-37.838918
Catholic,St Mary's School,Primary,59 Holyrood Street,,HAMPTON,VIC,3188,Bayside (C),145.000898,-37.933052
Catholic,Holy Rosary School,Primary,18 Pohlman Street,,HEATHCOTE,VIC,3523,Greater Bendigo (C),144.701109,-36.917678
Catholic,St Mary's School,Primary,45-49 King Edward Street,,COHUNA,VIC,3568,Gannawarra (S),144.218544,-35.808233
Catholic,St Joseph's School,Primary,17 Martin Street,,CRIB POINT,VIC,3919,Mornington Peninsula (S),145.202806,-38.361465
Catholic,St Fidelis' School,Primary,52 Saunders Street,,MORELAND,VIC,3058,Merri-bek (C),144.951561,-37.74984
Catholic,St Francis Xavier's School,Primary,1087 Whitehorse Road,,BOX HILL,VIC,3128,Whitehorse (C),145.131493,-37.818494
Catholic,St Mary's School,Primary,95A Railway Street,,ALTONA,VIC,3018,Hobsons Bay (C),144.828375,-37.866658
Catholic,Our Lady Help of Christians School,Primary,1-13 Henry Street,,ELTHAM,VIC,3095,Nillumbik (S),145.147912,-37.716123
Catholic,Our Lady of the Sacred Heart School,Primary,18 Box Street,,MERBEIN,VIC,3505,Mildura (RC),142.053086,-34.166857
Catholic,St Francis Xavier School,Primary,8 Park Street,,FRANKSTON,VIC,3199,Frankston (C),145.1262013,-38.14879945
Catholic,Our Lady of Sion College,Secondary,1065 Whitehorse Road,,BOX HILL,VIC,3128,Whitehorse (C),145.129918,-37.818348
Catholic,St Gabriel's School,Primary,237 Spring Street,,RESERVOIR,VIC,3073,Darebin (C),145.005121,-37.718019
Catholic,St Paul's School,Primary,122 Jasper Road,,BENTLEIGH,VIC,3204,Glen Eira (C),145.041466,-37.922826
Catholic,Salesian College Sunbury,Secondary,1 Macedon Street,1 Macedon Street,SUNBURY,VIC,3429,Hume (C),144.73903,-37.572644
Catholic,St Patrick's School,Primary,2 Merrick Street,,STRATFORD,VIC,3862,Wellington (S),147.077678,-37.96726
Catholic,St Joseph's School,Primary,58 Waterloo Road,,TRAFALGAR,VIC,3824,Baw Baw (S),146.152194,-38.20721
Catholic,St Patrick's School,Primary,3 Dalny Road,,MURRUMBEENA,VIC,3163,Glen Eira (C),145.065265,-37.901775
Catholic,St Roch's School,Primary,Glenvale Road,,GLEN IRIS,VIC,3146,Stonnington (C),145.052313,-37.857364
Catholic,St Anne's School,Primary,7-19 Beresford Street,,KEW EAST,VIC,3102,Boroondara (C),145.049813,-37.79538
Catholic,Our Lady of Perpetual Help School,Primary,2 Wilana Street,,RINGWOOD,VIC,3134,Maroondah (C),145.232182,-37.816423
Catholic,St Francis Xavier Primary School,Primary,90 Mayona Road,,MONTMORENCY,VIC,3094,Banyule (C),145.1265613,-37.71600768
Catholic,St Joseph's School,Primary,Constitution Hill Road,,SORRENTO,VIC,3943,Mornington Peninsula (S),144.741801,-38.340472
Catholic,St Cecilia's School,Primary,4 Van Ness Avenue,,GLEN IRIS,VIC,3146,Boroondara (C),145.064602,-37.850094
Catholic,St Joseph's School,Primary,28 Sandham Street,,ELSTERNWICK,VIC,3185,Glen Eira (C),145.005287,-37.88251
Catholic,St Joseph's School,Primary,17 Fitzroy Avenue,,RED CLIFFS,VIC,3496,Mildura (RC),142.187959,-34.30235
Catholic,St Peter's School,Primary,32 Wedge Street,,EPPING,VIC,3076,Whittlesea (C),145.027548,-37.650542
Catholic,Santa Maria College,Secondary,50 Separation Street,,NORTHCOTE,VIC,3070,Darebin (C),145.00248,-37.770356
Catholic,Sacred Heart School,Primary,2 Mora Avenue,,OAKLEIGH,VIC,3166,Monash (C),145.086915,-37.901835
Catholic,St Mark's School,Primary,118 Argyle Street,,FAWKNER,VIC,3060,Merri-bek (C),144.963618,-37.716278
Catholic,St John the Baptist School,Primary,17 Forest Road,,FERNTREE GULLY,VIC,3156,Knox (C),145.295174,-37.887382
Catholic,St John's School,Primary,490 Whitehorse Road,,MITCHAM,VIC,3132,Whitehorse (C),145.190401,-37.817445
Catholic,St Mary's School,Primary,121-143 McLennan Street,,MOOROOPNA,VIC,3629,Greater Shepparton (C),145.35422,-36.39605
Catholic,St Raphael's School,Primary,Cooper Street,,PRESTON WEST,VIC,3072,Darebin (C),144.992623,-37.734098
Catholic,St Kevin's College,Pri/Sec,31 Moonga Road,,TOORAK,VIC,3142,Stonnington (C),145.0246967,-37.8353971
Catholic,St John the Baptist's School,Primary,Station Street,,KOO WEE RUP,VIC,3981,Cardinia (S),145.485268,-38.197464
Catholic,St Vincent de Paul's School,Primary,92 - 114 Woodland Street,,STRATHMORE,VIC,3041,Moonee Valley (C),144.92413,-37.742142
Catholic,St Joseph's College Geelong,Secondary,135 Aphrasia Street,,NEWTOWN,VIC,3220,Greater Geelong (C),144.331863,-38.150205
Catholic,St Joseph's School,Primary,33 St John's Avenue,,SPRINGVALE,VIC,3171,Greater Dandenong (C),145.150344,-37.953229
Catholic,St Bede's College,Secondary,2 Mentone Parade,,MENTONE,VIC,3194,Kingston (C),145.068214,-37.991161
Catholic,Holy Name School,Primary,12 Robb Street,,PRESTON EAST,VIC,3073,Darebin (C),145.018574,-37.730261
Catholic,Siena College Ltd,Secondary,815 Riversdale Road,,CAMBERWELL,VIC,3124,Boroondara (C),145.082575,-37.833662
Catholic,St Bernard's School,Primary,36 Patterson Street,,COBURG EAST,VIC,3058,Merri-bek (C),144.972708,-37.747422
Catholic,St Oliver Plunkett's School,Primary,1-39 Landells Road,,PASCOE VALE,VIC,3044,Merri-bek (C),144.941855,-37.730886
Catholic,Corpus Christi School,Primary,380 Geelong Road,,KINGSVILLE,VIC,3012,Maribyrnong (C),144.872915,-37.808532
Catholic,St Robert's School,Primary,13 Nicholas Street,,NEWTOWN,VIC,3220,Greater Geelong (C),144.343009,-38.15641
Catholic,St Bernard's College,Secondary,41 Rosehill Road,,ESSENDON,VIC,3040,Moonee Valley (C),144.8832,-37.749392
Catholic,Whitefriars College,Secondary,156 Park Road,,DONVALE,VIC,3111,Manningham (C),145.199541,-37.7918
Catholic,St Michael's School,Primary,268 High Street,,ASHBURTON,VIC,3147,Boroondara (C),145.082484,-37.864128
Catholic,St Mary's School,Primary,131 Powells Road,,CLARKES HILL,VIC,3352,Moorabool (S),143.988696,-37.500399
Catholic,Our Lady of the Sacred Heart College,Secondary,111 Jasper Road,,BENTLEIGH,VIC,3204,Glen Eira (C),145.039942,-37.925723
Catholic,St Bede's School,Primary,2 Marwal Avenue,,BALWYN NORTH,VIC,3104,Boroondara (C),145.070901,-37.793523
Catholic,Salesian College Chadstone,Secondary,10 Bosco Street,,CHADSTONE,VIC,3148,Monash (C),145.100257,-37.882735
Catholic,St Patrick's School,Primary,29 Leahy Street,,NHILL,VIC,3418,Hindmarsh (S),141.64304,-36.335412
Catholic,St Margaret's School,Primary,83 St Albans Road,,GEELONG EAST,VIC,3219,Greater Geelong (C),144.373926,-38.164624
Catholic,St Kieran's School,Primary,Lloyd Street,,MOE,VIC,3825,Latrobe (C),146.253555,-38.179369
