Education_Sector,School_Name,School_Type,Address_Line_1,Address_Line_2,Address_Town,Address_State,Address_Postcode,LGA_Name,X,Y
Government,Camberwell South Primary School,Primary,4 Peate Avenue,,Glen Iris,VIC,3146,Boroondara (C),145.062612,-37.847905
Government,Parkdale Primary School,Primary,305-311 Nepean Highway,,Parkdale,VIC,3195,Kingston (C),145.083098,-37.992792
Government,Hughesdale Primary School,Primary,Brine Street,,Hughesdale,VIC,3166,Monash (C),145.077639,-37.905839
Government,Westgarth Primary School,Primary,45 Brooke St & 311 Clarke St,,Northcote,VIC,3070,Darebin (C),145.005561,-37.776471
Government,Auburn South Primary School,Primary,419 Tooronga Road,,Hawthorn East,VIC,3123,Boroondara (C),145.045894,-37.839263
Government,Aspendale Primary School,Primary,23 Laura Street,,Aspendale,VIC,3195,Kingston (C),145.099756,-38.020273
Government,Eltham North Primary School,Primary,35-47 Wattletree Road,,Eltham North,VIC,3095,Nillumbik (S),145.1508655,-37.70011091
Government,Merrivale Primary School,Primary,158 Merrivale Drive,,Warrnambool,VIC,3280,Warrnambool (C),142.456146,-38.378018
Government,Dandenong West Primary School,Primary,32 Birdwood Avenue,,Dandenong,VIC,3175,Greater Dandenong (C),145.200416,-37.980741
Government,Yarra Road Primary School,Primary,222 - 228 Yarra Road,,CROYDON NORTH,VIC,3136,Maroondah (C),145.272227,-37.766401
Government,Aberfeldie Primary School,Primary,1 Doone Street,,ABERFELDIE,VIC,3040,Moonee Valley (C),144.894774,-37.756488
Government,Manifold Heights Primary School,Primary,20-24 Strachan Avenue,,Manifold Heights,VIC,3218,Greater Geelong (C),144.332922,-38.135971
Government,Nungurner Primary School,Primary,455 Nungurner Road,,Nungurner,VIC,3909,East Gippsland (S),147.888387,-37.865917
Government,Dingley Primary School,Primary,111-115 Centre Dandenong Road,,Dingley Village,VIC,3172,Kingston (C),145.132498,-37.982602
Government,Cardross Primary School,Primary,415 Dairtnunk Avenue,,Cardross,VIC,3496,Mildura (RC),142.145041,-34.288009
Government,Albion Primary School,Primary,61-81 Adelaide Street,,Albion,VIC,3020,Brimbank (C),144.819753,-37.778083
Government,Lemnos Primary School,Primary,Lemnos Road,,Lemnos,VIC,3631,Greater Shepparton (C),145.462459,-36.358053
Government,Tarwin Lower Primary School,Primary,34 School Road,,Tarwin Lower,VIC,3956,South Gippsland (S),145.86706,-38.702574
Government,Nepean Special School,Special,33 Klauer St,,Seaford,VIC,3198,Frankston (C),145.14233,-38.119433
Government,Brunswick South West Primary School,Primary,South Daly Street,,Brunswick West,VIC,3055,Merri-bek (C),144.943522,-37.770575
Government,Bell Primary School,Primary,78A Oakover Road,,Preston,VIC,3072,Darebin (C),144.990613,-37.747698
Government,Chatham Primary School,Primary,Weybridge Street,,Surrey Hills,VIC,3127,Boroondara (C),145.091603,-37.817647
Government,Caulfield South Primary School,Primary,24 Bundeera Road,,Caulfield South,VIC,3162,Glen Eira (C),145.030799,-37.895253
Government,Ashburton Primary School,Primary,Fakenham Road,,Ashburton,VIC,3147,Boroondara (C),145.083622,-37.862199
Government,Bentleigh West Primary School,Primary,23 Brewer Road,,Bentleigh,VIC,3204,Glen Eira (C),145.026767,-37.920585
Government,Anglesea Primary School,Primary,85 Camp Road,,Anglesea,VIC,3230,Surf Coast (S),144.191837,-38.39678
Government,Briar Hill Primary School,Primary,25 Gladstone Road,,Briar Hill,VIC,3088,Banyule (C),145.116219,-37.708307
Government,Zeerust Primary School,Primary,245 Zeerust Road,,Zeerust,VIC,3634,Greater Shepparton (C),145.405067,-36.277196
Government,McKinnon Primary School,Primary,253 Tucker Road,,Ormond,VIC,3204,Glen Eira (C),145.052795,-37.908049
Government,Clayton South Primary School,Primary,539 Clayton Road,,Clayton South,VIC,3169,Kingston (C),145.11644,-37.940477
Government,Ivanhoe East Primary School,Primary,35 Warncliffe Road,,Ivanhoe East,VIC,3079,Banyule (C),145.059453,-37.774587
Government,Cobains Primary School,Primary,3 Crofts Road,,Cobains,VIC,3851,Wellington (S),147.132279,-38.074794
Government,Mildura South Primary School,Primary,593 Deakin Avenue,,Mildura South,VIC,3501,Mildura (RC),142.126787,-34.213477
Government,Tate Street Primary School Geelong,Primary,1B Tate Street,,Geelong East,VIC,3219,Greater Geelong (C),144.379195,-38.166053
Government,Brunswick North West Primary School,Primary,Culloden Street,,Brunswick West,VIC,3055,Merri-bek (C),144.943592,-37.756708
Government,Katandra West Primary School,Primary,17-27 Bankin Street,,Katandra West,VIC,3634,Greater Shepparton (C),145.560714,-36.225467
Government,Fleetwood Primary School,Primary,97 Fleetwood Drive,,Narre Warren,VIC,3805,Casey (C),145.318095,-38.039305
Government,Sandringham East Primary School,Primary,9 Holloway Road,,Sandringham,VIC,3191,Bayside (C),145.022221,-37.956668
Government,Seaholme Primary School,Primary,33 Civic Parade,,Seaholme,VIC,3018,Hobsons Bay (C),144.839906,-37.864212
Government,Somers Primary School,Primary,87 Camp Hill Road,,Somers,VIC,3927,Mornington Peninsula (S),145.164606,-38.392117
Government,Upwey Primary School,Primary,15 Darling Avenue,,Upwey,VIC,3158,Yarra Ranges (S),145.3328027,-37.90286736
Government,Coburg North Primary School,Primary,180 O'Hea Street,,Coburg,VIC,3058,Merri-bek (C),144.951854,-37.736171
Government,Rosanna Primary School,Primary,Grandview Grove,,Rosanna,VIC,3084,Banyule (C),145.062899,-37.735395
Government,Wantirna South Primary School,Primary,16 Tyner Road,,Wantirna South,VIC,3152,Knox (C),145.237339,-37.872529
Government,Strathmore Primary School,Primary,14-34 Lloyd Street,,Strathmore,VIC,3041,Moonee Valley (C),144.917004,-37.735512
Government,Balwyn North Primary School,Primary,Buchanan Avenue,,Balwyn North,VIC,3104,Boroondara (C),145.077044,-37.796699
Government,Solway Primary School,Primary,Winton Road,,Ashburton,VIC,3147,Boroondara (C),145.07283,-37.873238
Government,Wangaratta West Primary School,Primary,47-49 Phillipson Street,,Wangaratta,VIC,3677,Wangaratta (RC),146.304421,-36.35413
Government,Mount Beauty Primary School,Primary,Lakeside Avenue,,Mount Beauty,VIC,3699,Alpine (S),147.17159,-36.739498
Government,Newlands Primary School,Primary,2-26 Murphy Street,,Preston,VIC,3072,Darebin (C),144.985377,-37.730113
Government,Newborough Primary School,Primary,24 Murray Road,,Newborough,VIC,3825,Latrobe (C),146.292787,-38.188582
Government,Traralgon (Stockdale Road) Primary School,Primary,7 Stockdale Road,,Traralgon,VIC,3844,Latrobe (C),146.524169,-38.18998
Government,Gowrie Street Primary School Shepparton,Primary,1-19 Gowrie Street,,Shepparton,VIC,3630,Greater Shepparton (C),145.396348,-36.366802
Government,Tootgarook Primary School,Primary,Carmichael Street,,Tootgarook,VIC,3941,Mornington Peninsula (S),144.857321,-38.369477
Government,Moe (South Street) Primary School,Primary,34 South Street,,Moe,VIC,3825,Latrobe (C),146.260064,-38.183188
Government,Roslyn Primary School,Primary,183 Roslyn Road,,Belmont,VIC,3216,Greater Geelong (C),144.329816,-38.174006
Government,Newport Gardens Primary School,Primary,Cnr Woods St & Maddox Rd,,Newport,VIC,3015,Hobsons Bay (C),144.868832,-37.845209
Government,St Georges Road Primary School Shepparton,Primary,120 St Georges Road,,Shepparton,VIC,3630,Greater Shepparton (C),145.405737,-36.390092
Government,Malvern Valley Primary School,Primary,1A Abbotsford Avenue,,Malvern East,VIC,3145,Stonnington (C),145.08149,-37.880704
Government,Newborough East Primary School,Primary,300 Old Sale Road,,Newborough,VIC,3825,Latrobe (C),146.29376,-38.179
Government,Belmore School,Special,49 Stroud Street,,Balwyn,VIC,3103,Boroondara (C),145.081145,-37.804284
Government,Croxton Special School,Special,159-165 Beaconsfield Parade,,Northcote,VIC,3070,Darebin (C),144.9873978,-37.76399724
Government,Herne Hill Primary School,Primary,2-24 Gwynne Street,,Hamlyn Heights,VIC,3215,Greater Geelong (C),144.332449,-38.12936
Government,Frankston East Primary School,Primary,6A Ashleigh Avenue,,Frankston,VIC,3199,Frankston (C),145.145528,-38.14663
Government,Selby Primary School,Primary,2 Morley Street,,Selby,VIC,3159,Yarra Ranges (S),145.367517,-37.911431
Government,Reservoir East Primary School,Primary,58 Boldrewood Parade,,Reservoir,VIC,3073,Darebin (C),145.021837,-37.719975
Government,Tucker Road Bentleigh Primary School,Primary,16 Tucker Rd,,Bentleigh,VIC,3204,Glen Eira (C),145.049012,-37.932543
Government,Katunga Primary School,Primary,24 CARTER STREET,,Katunga,VIC,3640,Moira (S),145.455613,-35.998559
Government,Ballarat North Primary School,Primary,513 Landsborough Street,,Ballarat,VIC,3350,Ballarat (C),143.8628108,-37.54009926
Government,Bandiana Primary School,Primary,44 Leumeah Road,,Bandiana,VIC,3694,Wodonga (C),146.927135,-36.152965
Government,Greythorn Primary School,Primary,Reading Avenue,,Balwyn North,VIC,3104,Boroondara (C),145.095963,-37.801427
Government,Warragul North Primary School,Primary,5 O'Dowds Road,,Warragul,VIC,3820,Baw Baw (S),145.939854,-38.148107
Government,Horsham West and Haven Primary School,Primary,24 Hillary Street,,Horsham,VIC,3400,Horsham (RC),142.179993,-36.717424
Government,Traralgon (Kosciuszko Street) Primary School,Primary,36 Kosciuszko Street,,Traralgon,VIC,3844,Latrobe (C),146.515364,-38.199268
Government,Traralgon (Liddiard Road) Primary School,Primary,148 Liddiard Road,,Traralgon,VIC,3844,Latrobe (C),146.551488,-38.201551
Government,Eastwood Primary School,Primary,49a Alexandra Road,,Ringwood East,VIC,3135,Maroondah (C),145.252949,-37.817239
Government,Pascoe Vale South Primary School,Primary,411-429 Reynard Street,,Pascoe Vale South,VIC,3044,Merri-bek (C),144.935615,-37.745716
Government,Lalor Primary School,Primary,26 Maxwell Street,,Lalor,VIC,3075,Whittlesea (C),145.025391,-37.670077
Government,Reservoir West Primary School,Primary,5a Carrington Road,,Reservoir,VIC,3073,Darebin (C),144.990229,-37.722135
Government,Coatesville Primary School,Primary,21 Mackie Road,,Bentleigh East,VIC,3165,Glen Eira (C),145.073631,-37.920083
Government,Old Orchard Primary School,Primary,88 Koonung Road,,Blackburn North,VIC,3130,Whitehorse (C),145.152511,-37.807568
Government,Huntingdale Primary School,Primary,1 Grange Street,,Oakleigh South,VIC,3167,Monash (C),145.102359,-37.913075
Government,Box Hill North Primary School,Primary,Elizabeth Street,,Box Hill North,VIC,3129,Whitehorse (C),145.123311,-37.800792
Government,Ferntree Gully North Primary School,Primary,111 Forest Road,,Ferntree Gully,VIC,3156,Knox (C),145.299422,-37.874787
Government,Ararat West Primary School,Primary,Kneebone Street,,Ararat,VIC,3377,Ararat (RC),142.920999,-37.277361
Government,Oak Park Primary School,Primary,23-33 Willett Avenue,,Oak Park,VIC,3046,Merri-bek (C),144.915042,-37.715528
Government,Dandenong North Primary School,Primary,117-125 Cleeland Street,,Dandenong,VIC,3175,Greater Dandenong (C),145.214468,-37.976641
Government,Bairnsdale West Primary School,Primary,Cnr Wallace & Mckean Streets,,Bairnsdale,VIC,3875,East Gippsland (S),147.608096,-37.824541
Government,Kalianna Special School,Special,48-68 Prouses Road,,Bendigo,VIC,3550,Greater Bendigo (C),144.278655,-36.737835
Government,Harrisfield Primary School,Primary,495 Princes Hwy,,Noble Park,VIC,3174,Greater Dandenong (C),145.179896,-37.954443
Government,Pascoe Vale North Primary School,Primary,17-33 Kent Road,,Pascoe Vale,VIC,3044,Merri-bek (C),144.94848,-37.721258
Government,Belle Vue Primary School,Primary,20 Highview Road,,Balwyn North,VIC,3104,Boroondara (C),145.078653,-37.782523
Government,Oberon Primary School,Primary,28 Dorothy Avenue,,Belmont,VIC,3216,Greater Geelong (C),144.34199,-38.179439
Government,Moe Primary School,Primary,Cnr Elizabeth & King Streets,,Moe,VIC,3825,Latrobe (C),146.246722,-38.189727
Government,St Albans East Primary School,Primary,25 McArthur Avenue,,St Albans,VIC,3021,Brimbank (C),144.811089,-37.742167
Government,Bourchier Street Primary School Shepparton,Primary,Cnr Bourchier St & Balaclava R,,Shepparton,VIC,3630,Greater Shepparton (C),145.412966,-36.366538
Government,Swan Hill North Primary School,Primary,118 Chapman Street,,Swan Hill,VIC,3585,Swan Hill (RC),143.546066,-35.331787
Government,Sunshine Heights Primary School,Primary,1-19 Mailey Street,,Sunshine,VIC,3020,Brimbank (C),144.818159,-37.79222
Government,Sunshine North Primary School,Primary,65 - 71 Suffolk Road,,Sunshine North,VIC,3020,Brimbank (C),144.837192,-37.77201
Government,Banyule Primary School,Primary,50 Banyule Road,,Rosanna,VIC,3084,Banyule (C),145.077938,-37.743611
Government,Portland South Primary School,Primary,133-141 Edgar Street,,Portland,VIC,3305,Glenelg (S),141.610615,-38.365275
Government,Rosanna Golf Links Primary School,Primary,Interlaken Parade,,Rosanna,VIC,3084,Banyule (C),145.0741188,-37.73512039
Government,Cheltenham East Primary School,Primary,44 Silver Street,,Cheltenham,VIC,3192,Kingston (C),145.068353,-37.965256
Government,Cranbourne South Primary School,Primary,239 Pearcedale Road,,Cranbourne South,VIC,3977,Casey (C),145.245062,-38.147944
Government,Yarrunga Primary School,Primary,38 - 50 White Street,,Wangaratta,VIC,3677,Wangaratta (RC),146.317178,-36.37256
Government,Ballarat Specialist School,Special,25 Gillies Street North,,Lake Gardens,VIC,3355,Ballarat (C),143.8186955,-37.55244058
Government,Preston North East Primary School,Primary,93 Tyler Street,,East Preston,VIC,3072,Darebin (C),145.029455,-37.733052
Government,Nelson Park School,Special,Libau Avenue,,Bell Park,VIC,3215,Greater Geelong (C),144.337703,-38.114241
Government,Craigieburn Primary School,Primary,87 - 91 Grand Boulevard,,Craigieburn,VIC,3064,Hume (C),144.933545,-37.582645
Government,Warrnambool East Primary School,Primary,Ward Street,,Warrnambool,VIC,3280,Warrnambool (C),142.499578,-38.389589
Government,Colac South West Primary School,Primary,238 Wilson Street,,Colac,VIC,3250,Colac-Otway (S),143.572026,-38.343634
Government,George Street Primary School - Hamilton,Primary,32-48  George Street,,Hamilton,VIC,3300,Southern Grampians (S),142.034401,-37.746616
Government,Valkstone Primary School,Primary,44 Valkstone Street,,Bentleigh East,VIC,3165,Glen Eira (C),145.057169,-37.914608
Government,Overport Primary School,Primary,Towerhill Road,,Frankston,VIC,3199,Frankston (C),145.126972,-38.160488
Government,Wembley Primary School,Primary,32 St Leonards Ave,,Yarraville,VIC,3013,Maribyrnong (C),144.874427,-37.821038
Government,Rosamond Special School,Special,276 Ballarat Road,,Braybrook,VIC,3019,Maribyrnong (C),144.8554086,-37.77963666
Government,Bonbeach Primary School,Primary,29-63 Breeze Street,,Bonbeach,VIC,3196,Kingston (C),145.125645,-38.066493
Government,Heatherhill Primary School,Primary,959 Heatherton Road,,Springvale,VIC,3171,Greater Dandenong (C),145.158148,-37.962648
Government,Beaumaris North Primary School,Primary,Wood Street,,Beaumaris,VIC,3193,Bayside (C),145.036614,-37.974239
Government,Hamlyn Banks Primary School,Primary,2-24 Chaucer Street,,Hamlyn Heights,VIC,3215,Greater Geelong (C),144.3271,-38.11776
Government,Yarraman Oaks Primary School,Primary,27 Liege Avenue,,Noble Park,VIC,3174,Greater Dandenong (C),145.191525,-37.970289
Government,Mount Pleasant Road Nunawading Primary School,Primary,105-107 Mt Pleasant Road,,Nunawading,VIC,3131,Whitehorse (C),145.180091,-37.828587
Government,Glenroy West Primary School,Primary,40 Clovelly Avenue,,Glenroy,VIC,3046,Merri-bek (C),144.908293,-37.704957
Government,Dandenong South Primary School,Primary,52 Kirkham Road,,Dandenong,VIC,3175,Greater Dandenong (C),145.2114331,-37.99895163
Government,St Albans North Primary School,Primary,65 George Street,,St Albans,VIC,3021,Brimbank (C),144.80201,-37.731745
Government,Avondale Primary School,Primary,24 Wood Street,,Avondale Heights,VIC,3034,Moonee Valley (C),144.860851,-37.767841
Government,Beverley Hills Primary School,Primary,2 - 14 Cassowary Street,,Doncaster East,VIC,3109,Manningham (C),145.159841,-37.796243
Government,Wodonga West Primary School,Primary,Lawrence Street,,Wodonga,VIC,3690,Wodonga (C),146.876708,-36.122414
Government,Frankston Heights Primary School,Primary,10 Kalmia Street,,Frankston,VIC,3199,Frankston (C),145.147173,-38.161808
Government,Kerrimuir Primary School,Primary,178 Dorking Road,,Box Hill North,VIC,3129,Whitehorse (C),145.135249,-37.803679
Government,Heathmont East Primary School,Primary,Louis Street,,Heathmont,VIC,3135,Maroondah (C),145.257688,-37.830346
Government,Strathmore North Primary School,Primary,Mascoma Street,,Strathmore,VIC,3041,Moonee Valley (C),144.915976,-37.724863
Government,Oakleigh South Primary School,Primary,Riley Street,,Oakleigh South,VIC,3167,Monash (C),145.0947041,-37.92220601
Government,Thomastown East Primary School,Primary,82 Cedar Street,,Thomastown,VIC,3074,Whittlesea (C),145.024899,-37.680325
Government,Mount Waverley Heights Primary School,Primary,36 Solomon Street,,Mount Waverley,VIC,3149,Monash (C),145.11127,-37.888919
Government,East Bentleigh Primary School,Primary,90 Bignell Road,,Bentleigh East,VIC,3165,Glen Eira (C),145.069424,-37.934506
Government,Watsonia Primary School,Primary,Nell Street West,,Watsonia,VIC,3087,Banyule (C),145.086916,-37.707027
Government,Parktone Primary School,Primary,Robert Street,,Parkdale,VIC,3195,Kingston (C),145.08824,-37.987109
Government,Antonio Park Primary School,Primary,631-639 Whitehorse Road,,Mitcham,VIC,3132,Whitehorse (C),145.206002,-37.816188
Government,Kingsbury Primary School,Primary,1A Maryborough Avenue,,Kingsbury,VIC,3083,Darebin (C),145.037204,-37.716025
Government,Ardeer Primary School,Primary,81 McLaughlin Street,,Ardeer,VIC,3022,Brimbank (C),144.800494,-37.781074
Government,Westall Primary School,Primary,17 Fairbank Road,,Clayton South,VIC,3169,Kingston (C),145.135744,-37.942188
Government,Tullamarine Primary School,Primary,37-39 Broadmeadows Road,,Tullamarine,VIC,3043,Hume (C),144.87957,-37.702204
Government,Guthridge Primary School,Primary,Dawson Street,,Sale,VIC,3850,Wellington (S),147.083829,-38.095698
Government,Park Orchards Primary School,Primary,1-3 Bowmore Avenue,,Park Orchards,VIC,3114,Manningham (C),145.215918,-37.779519
Government,Albion North Primary School,Primary,67-73 Furlong Road,,Sunshine North,VIC,3020,Brimbank (C),144.823039,-37.762121
Government,Blackburn Lake Primary School,Primary,12 - 14 Florence Street,,Blackburn,VIC,3130,Whitehorse (C),145.166097,-37.827601
Government,Laburnum Primary School,Primary,Janet Street,,Blackburn,VIC,3130,Whitehorse (C),145.139208,-37.827098
Government,Rollins Primary School,Primary,50-76 Wolseley Grove,,Bell Post Hill,VIC,3215,Greater Geelong (C),144.326464,-38.10121
Government,Heatherwood School,Special,370-380 Springvale Road,,Donvale,VIC,3111,Manningham (C),145.1780362,-37.80033733
Government,Bellaire Primary School,Primary,59-71 Larcombe Street,,Highton,VIC,3216,Greater Geelong (C),144.319773,-38.179586
Government,Pinewood Primary School,Primary,27-35 Pinewood Drive,,Mount Waverley,VIC,3149,Monash (C),145.142339,-37.890118
Government,Broadmeadows Primary School,Primary,62-70 Blair Street,,Broadmeadows,VIC,3047,Hume (C),144.928493,-37.680191
Government,Moomba Park Primary School,Primary,111 Anderson Road,,Fawkner,VIC,3060,Merri-bek (C),144.967219,-37.69576
Government,Keilor Heights Primary School,Primary,Ronald Grove,,Keilor East,VIC,3033,Moonee Valley (C),144.866495,-37.737516
Government,Ainslie Parklands Primary School,Primary,24 - 36 Hinkley Ave,,Croydon,VIC,3136,Maroondah (C),145.264244,-37.793786
Government,Parkmore Primary School,Primary,38-54 Jolimont Road,,Forest Hill,VIC,3131,Whitehorse (C),145.177183,-37.843844
Government,Lara Primary School,Primary,120 Flinders Avenue,,Lara,VIC,3212,Greater Geelong (C),144.410543,-38.015915
Government,Mullum Primary School,Primary,18 Panfield Avenue,,Ringwood,VIC,3134,Maroondah (C),145.239443,-37.797737
Government,Cranbourne Park Primary School,Primary,1 Tucker Street,,Cranbourne,VIC,3977,Casey (C),145.277745,-38.104064
Government,Viewbank Primary School,Primary,2-10 Nevin Parade,,Viewbank,VIC,3084,Banyule (C),145.08999,-37.73473
Government,Greenhills Primary School,Primary,29 Mine Street,,Greensborough,VIC,3088,Banyule (C),145.118648,-37.692278
Government,Upwey South Primary School,Primary,91 Morris Road,,Upwey,VIC,3158,Yarra Ranges (S),145.3268393,-37.91313917
Government,Simpson Primary School,Primary,1 Cockayne Street,,Simpson,VIC,3266,Corangamite (S),143.20788,-38.498615
Government,Eltham East Primary School,Primary,16 Grove Street,,Eltham,VIC,3095,Nillumbik (S),145.154861,-37.711432
Government,Belvedere Park Primary School,Primary,30 Belvedere Road,,Seaford,VIC,3198,Frankston (C),145.146925,-38.109838
Government,Essex Heights Primary School,Primary,22 - 30 Essex Road,,Mount Waverley,VIC,3149,Monash (C),145.115635,-37.862991
Government,Mountain Gate Primary School,Primary,Adele Avenue,,Ferntree Gully,VIC,3156,Knox (C),145.269706,-37.885691
Government,Fairhills Primary School,Primary,Manuka Drive,,Ferntree Gully,VIC,3156,Knox (C),145.264799,-37.8696
Government,Dillbadin Primary School,Primary,25 Tormore Road,,Boronia,VIC,3155,Knox (C),145.278481,-37.858563
Government,Southmoor Primary School,Primary,Rica Street,,Moorabbin,VIC,3189,Kingston (C),145.056969,-37.941178
Government,Ringwood Heights Primary School,Primary,60 Summit Crescent,,Ringwood North,VIC,3134,Maroondah (C),145.217212,-37.804226
Government,Glenroy Specialist School,Special,208 Hilton St,,Glenroy,VIC,3046,Merri-bek (C),144.9205292,-37.69935785
Government,Ruskin Park Primary School,Primary,18 - 20 Ruskin Ave,,Croydon,VIC,3136,Maroondah (C),145.29616,-37.798944
Government,Emerson School,Special,1430 Heatherton Road,,Dandenong,VIC,3175,Greater Dandenong (C),145.208098,-37.969865
Government,Fyans Park Primary School,Primary,37 Cook Street,,Newtown,VIC,3220,Greater Geelong (C),144.326861,-38.153799
Government,Karingal Primary School,Primary,Mallum Avenue,,Frankston,VIC,3199,Frankston (C),145.152277,-38.137924
Government,Mount View Primary School,Primary,274-288 Gallaghers Rd,,Glen Waverley,VIC,3150,Monash (C),145.178805,-37.883485
Government,Syndal South Primary School,Primary,14 Montgomery Avenue,,Mount Waverley,VIC,3149,Monash (C),145.143301,-37.879086
Government,Montmorency South Primary School,Primary,64 Buena Vista Drive,,Montmorency,VIC,3094,Banyule (C),145.129665,-37.724927
Government,Altona North Primary School,Primary,51 Cresser Street,,Altona North,VIC,3025,Hobsons Bay (C),144.849169,-37.836977
Government,Burwood Heights Primary School,Primary,Cnr Hawthorn & Mahoneys Rds,,Burwood East,VIC,3151,Whitehorse (C),145.163275,-37.846754
Government,Stawell West Primary School,Primary,80-88 Cooper Street,,Stawell,VIC,3380,Northern Grampians (S),142.771294,-37.065765
Government,Watsonia Heights Primary School,Primary,61 Henry Street,,Greensborough,VIC,3088,Banyule (C),145.100728,-37.715299
Government,Forest Street Primary School,Primary,Cnr Forest & Hancock Streets,,Wendouree,VIC,3355,Ballarat (C),143.835429,-37.523192
Government,Pembroke Primary School,Primary,25 Pembroke Road,,Mooroolbark,VIC,3138,Yarra Ranges (S),145.327244,-37.796796
Government,Mahogany Rise Primary School,Primary,23 Jenkens Street,,Frankston North,VIC,3200,Frankston (C),145.157399,-38.125617
Government,Wilmot Road Primary School Shepparton,Primary,84-90 Wilmot Road,,Shepparton,VIC,3630,Greater Shepparton (C),145.405898,-36.398498
Government,Bundoora Primary School,Primary,6 Bendoran Crescent,,Bundoora,VIC,3083,Banyule (C),145.062989,-37.707339
Government,University Park Primary School,Primary,20 Lister Street,,St Albans,VIC,3021,Brimbank (C),144.80307,-37.754886
Government,St Albans Heights Primary School,Primary,Norwich Street,,St Albans,VIC,3021,Brimbank (C),144.810368,-37.748654
Government,Kerang South Primary School,Primary,1 Mitchell Street,,Kerang,VIC,3579,Gannawarra (S),143.927155,-35.741229
Government,Hume Valley School,Special,15- 41 Koroit Avenue,,Broadmeadows,VIC,3047,Hume (C),144.927013,-37.672396
Government,Mentone Park Primary School,Primary,Broome Avenue,,Mentone,VIC,3194,Kingston (C),145.082797,-37.98001
Government,Donvale Primary School,Primary,Elata Street,,Donvale,VIC,3111,Manningham (C),145.173778,-37.800414
Government,Bell Park North Primary School,Primary,16-26 Barton Street,,Bell Park,VIC,3215,Greater Geelong (C),144.336022,-38.105894
Government,Boronia Heights Primary School,Primary,72 Landscape Drive,,Boronia,VIC,3155,Knox (C),145.296485,-37.844571
Government,Glenallen School,Special,7 Allen Street,,Glen Waverley,VIC,3150,Monash (C),145.1617465,-37.8883595
Government,Churchill Primary School,Primary,1-15 Coleman Parade,,Churchill,VIC,3842,Latrobe (C),146.415424,-38.311104
Government,Montpellier Primary School,Primary,21-31 Lambhill Crescent,,Highton,VIC,3216,Greater Geelong (C),144.316119,-38.166268
Government,Bayswater South Primary School,Primary,Enfield Drive,,Bayswater,VIC,3153,Knox (C),145.261347,-37.854897
Government,Seaford North Primary School,Primary,81 Hallifax Street,,Seaford,VIC,3198,Frankston (C),145.133607,-38.09016
Government,Morwell Park Primary School,Primary,76 - 82 Vary Street,,Morwell,VIC,3840,Latrobe (C),146.42446,-38.227932
Government,Lalor East Primary School,Primary,39 Cleveland Street,,Thomastown,VIC,3074,Whittlesea (C),145.035535,-37.67658
Government,Jackson School,Special,40-46 Mulhall Drive,,St Albans,VIC,3021,Brimbank (C),144.814184,-37.756022
Government,Carlton Primary School,Primary,150 Palmerston Street,,Carlton,VIC,3053,Melbourne (C),144.97045,-37.795602
Government,Wangala Primary School,Primary,45a Kidman Avenue,,Belmont,VIC,3216,Greater Geelong (C),144.339856,-38.185711
Government,Templestowe Valley Primary School,Primary,15 Birchwood Avenue,,Lower Templestowe,VIC,3107,Manningham (C),145.10938,-37.760611
Government,Highvale Primary School,Primary,33 Ashton Street,,Glen Waverley,VIC,3150,Monash (C),145.174068,-37.867021
Government,Watsonia North Primary School,Primary,16 Sharpes Road,,Watsonia North,VIC,3087,Banyule (C),145.080509,-37.700395
Government,Wooranna Park Primary School,Primary,89-105 Carlton Road,,Dandenong,VIC,3175,Greater Dandenong (C),145.216358,-37.960245
Government,Knox Park Primary School,Primary,117 Kathryn Road,,Knoxfield,VIC,3180,Knox (C),145.251402,-37.883627
Government,Birralee Primary School,Primary,Heyington Avenue,,Doncaster,VIC,3108,Manningham (C),145.113348,-37.793418
Government,Ararat North Primary School,Primary,66 Blake Street,,Ararat,VIC,3377,Ararat (RC),142.940052,-37.274648
Government,Derinya Primary School,Primary,Overport Road,,Frankston South,VIC,3199,Frankston (C),145.120945,-38.174436
Government,Thomastown West Primary School,Primary,98-112 Main Street,,Thomastown,VIC,3074,Whittlesea (C),145.0007873,-37.67870395
Government,Rowville Primary School,Primary,11 Paratea Drive,,Rowville,VIC,3178,Knox (C),145.237108,-37.922924
Government,Mossfiel Primary School,Primary,15a Langridge Street,,Hoppers Crossing,VIC,3029,Wyndham (C),144.696117,-37.872881
Government,Templestowe Heights Primary School,Primary,276-300 High Street,,Templestowe Lower,VIC,3107,Manningham (C),145.119353,-37.767214
Government,Ballam Park Primary School,Primary,61 Belar Avenue,,Frankston,VIC,3199,Frankston (C),145.158282,-38.147457
Government,Sunbury West Primary School,Primary,55 Cornish Street,,Sunbury,VIC,3429,Hume (C),144.712922,-37.574799
Government,Gladstone Park Primary School,Primary,15 - 25 South Circular Road,,Gladstone Park,VIC,3043,Hume (C),144.886579,-37.687146
Government,Manchester Primary School,Primary,Monomeith Street,,Mooroolbark,VIC,3138,Yarra Ranges (S),145.309555,-37.772127
Government,Glendal Primary School,Primary,55 Nottingham Street,,Glen Waverley,VIC,3150,Monash (C),145.159037,-37.867082
Government,Bimbadeen Heights Primary School,Primary,118 Hayrick Lane,,Mooroolbark,VIC,3138,Yarra Ranges (S),145.3211445,-37.77376388
Government,Wattle View Primary School,Primary,Wattletree Road,,Ferntree Gully,VIC,3156,Knox (C),145.278016,-37.875825
